id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,metodo_pago,canal_venta
62.0,2023-02-14,293.0,57.0,,,Tarjeta Débito,Tienda Física
63.0,2023-02-15,153.0,173.0,6.0,382412.0,Webpay,Web
64.0,16/02/2023,193.0,20.0,16.0,312248.0,Transferencia,Tienda Física
65.0,2023-02-16,73.0,17.0,2.0,381389.0,EFECTIVO,App
66.0,2023-02-17,140.0,119.0,8.0,20430.0,  Tarjeta Débito  ,Tienda Física
67.0,18/02/2023,187.0,71.0,17.0,418723.0,  Transferencia  ,Web
68.0,18/02/2023,,4.0,2.0,310144.0,Efectivo,Web
69.0,2023-02-19,61.0,14.0,10.0,282134.0,,Tienda Física
70.0,20/02/2023,198.0,3.0,16.0,312682.0,Efectivo,App
71.0,2023-02-21,,80.0,6.0,432352.0,Transferencia,Tienda Física
72.0,2023-02-21,11.0,186.0,2.0,293881.0,Transferencia,App
73.0,2023-02-22,62.0,55.0,2.0,290894.0,  Tarjeta Crédito  ,Marketplace
74.0,23/02/2023,226.0,132.0,13.0,495349.0,Efectivo,
75.0,2023-02-24,153.0,120.0,15.0,378608.0,  Efectivo  ,Marketplace
76.0,2023-02-24,199.0,24.0,2.0,221705.0,Tarjeta Crédito,Tienda Física
77.0,25/02/2023,52.0,162.0,7.0,353991.0,Efectivo,App
78.0,2023-02-26,260.0,158.0,3.0,195226.0,Tarjeta Crédito,Marketplace
79.0,26/02/2023,59.0,82.0,80.0,115209.0,Tarjeta Débito,Marketplace
80.0,2023-02-27,72.0,,14.0,~298829.0,Transferencia,Marketplace
,28/02/2023,148.0,159.0,7.0,464163.0 aprox,Tarjeta Débito,Web
82.0,01/03/2023,63.0,188.0,7.0,464641.0,,Tienda Física
83.0,01/03/2023,243.0,60.0,1.0,171611.0,Webpay,Marketplace
84.0,02/03/2023,107.0,147.0,17.0,264311.0,Webpay,App
85.0,2023-03-03,226.0,49.0,9.0,106606.0,TARJETA CRÉDITO,Marketplace
86.0,2023-03-04,218.0,63.0,13.0,497820.0,Efectivo,Web
87.0,04/03/2023,241.0,110.0,19.0,$490578.0,TARJETA DÉBITO,Tienda Física
88.0,05/03/2023,259.0,150.0,19.0,325105.0,,Web
89.0,2023-03-06,262.0,152.0,17.0,402403.0,Tarjeta Débito,Web
90.0,2023-03-07,5.0,109.0,10.0,357835.0,,Web
91.0,07/03/2023,261.0,76.0,10.0,296986.0,Webpay,App
92.0,2023-03-08,54.0,30.0,4.0,27621.0,Tarjeta Débito,Tienda Física
93.0,,47.0,58.0,,227927.0,Efectivo,Tienda Física
94.0,,215.0,117.0,18.0,337718.0,Webpay,App
95.0,10/03/2023,177.0,159.0,14.0,339088.0,,Tienda Física
96.0,11/03/2023,9.0,100.0,18.0,187188.0,Tarjeta Crédito,Web
,2023-03-12,99.0,192.0,14.0,470904.0,TRANSFERENCIA,Tienda Física
98.0,2023-03-12,20.0,19.0,15.0,84511.0,TRANSFERENCIA,App
99.0,13/03/2023,241.0,176.0,4.0,250679.0,Transferencia,Web
100.0,14/03/2023,61.0,173.0,13.0,345751.0,Webpay,App
101.0,2023-03-15,178.0,94.0,8.0,348871.0,Tarjeta Débito,Marketplace
,15/03/2023,62.0,183.0,18.0,324671.0,Webpay,Web
103.0,2023-03-16,145.0,113.0,12.0,138369.0,  Efectivo  ,Web
104.0,17/03/2023,216.0,,14.0,78947.0,Tarjeta Crédito,Tienda Física
105.0,17/03/2023,3.0,146.0,2.0,318334.0,Tarjeta Crédito,Web
106.0,18/03/2023,160.0,63.0,18.0,300052.0,Transferencia,App
107.0,2023-03-19,227.0,116.0,2.0,90499.0,Transferencia,Tienda Física
108.0,20/03/2023,269.0,113.0,11.0,352864.0,  Transferencia  ,Marketplace
109.0,2023-03-20,120.0,47.0,9.0,228131.0,  Tarjeta Débito  ,App
110.0,2023-03-21,,57.0,12.0,334213.0,Efectivo,Marketplace
111.0,2023-03-22,68.0,118.0,17.0,418846.0,Efectivo,Marketplace
112.0,2023-03-23,98.0,45.0,15.0,85694.0,Efectivo,Marketplace
113.0,2023-03-23,267.0,161.0,17.0,10553.0,Efectivo,Web
114.0,,105.0,145.0,18.0,389772.0,TRANSFERENCIA,App
115.0,25/03/2023,123.0,198.0,6.0,305239.0,Tarjeta Crédito,App
,26/03/2023,29.0,4.0,17.0,350120.0,,Web
117.0,26/03/2023,137.0,148.0,18.0,~419239.0,Efectivo,Tienda Física
118.0,2023-03-27,195.0,47.0,8.0,401603.0,  Transferencia  ,Marketplace
119.0,28/03/2023,226.0,143.0,9.0,480499.0,Efectivo,App
120.0,2023-03-28,170.0,198.0,6.0,268432.0,Webpay,Web
121.0,2023-03-29,,47.0,5.0,244759.0,Tarjeta Crédito,Marketplace
122.0,30/03/2023,40.0,78.0,12.0,201542.0,Webpay,Tienda Física
123.0,31/03/2023,25.0,124.0,11.0,77692.0,Tarjeta Débito,Tienda Física
124.0,2023-03-31,261.0,75.0,1.0,~286731.0,Transferencia,Marketplace
125.0,2023-04-01,226.0,,11.0,139229.0,Tarjeta Débito,Tienda Física
126.0,2023-04-02,124.0,137.0,19.0,460732.0,Transferencia,App
127.0,03/04/2023,38.0,90.0,9.0,292012.0,Webpay,App
128.0,03/04/2023,251.0,144.0,2.0,296827.0,Efectivo,App
129.0,04/04/2023,176.0,69.0,12.0,178107.0,efectivo,
130.0,2023-04-05,90.0,61.0,4.0,26943.0,Transferencia,App
131.0,05/04/2023,37.0,138.0,4.0,16840.0,Efectivo,Web
132.0,2023-04-06,176.0,50.0,18.0,212244.0,Webpay,App
133.0,2023-04-07,284.0,3.0,15.0,43198.0,Efectivo,App
134.0,08/04/2023,81.0,107.0,19.0,303817.0,Webpay,Tienda Física
135.0,08/04/2023,114.0,113.0,13.0,440606.0,  Tarjeta Débito  ,App
136.0,09/04/2023,40.0,94.0,19.0,441574.0,  Webpay  ,Marketplace
137.0,10/04/2023,224.0,118.0,17.0,329864.0,tarjeta crédito,Web
138.0,2023-04-11,115.0,198.0,6.0,106405.0,tarjeta crédito,
139.0,11/04/2023,186.0,81.0,16.0,431635.0,TARJETA CRÉDITO,Web
140.0,12/04/2023,56.0,109.0,12.0,443161.0,Transferencia,Marketplace
141.0,13/04/2023,,51.0,19.0,99130.0,Transferencia,Tienda Física
142.0,2023-04-14,40.0,147.0,5.0,368976.0,Transferencia,Tienda Física
143.0,2023-04-14,237.0,170.0,17.0,143973.0,Webpay,App
144.0,15/04/2023,289.0,35.0,1.0,401518.0,Transferencia,Web
145.0,2023-04-16,262.0,46.0,10.0,498622.0,Tarjeta Débito,Marketplace
146.0,16/04/2023,216.0,154.0,15.0,15983.0,Tarjeta Crédito,Marketplace
147.0,2023-04-17,147.0,69.0,11.0,448786.0,Webpay,Tienda Física
148.0,18/04/2023,168.0,93.0,13.0,311693.0,Tarjeta Crédito,App
149.0,2023-04-19,92.0,64.0,5.0,486718.0,Transferencia,Tienda Física
150.0,2023-04-19,59.0,165.0,1.0,233040.0,WEBPAY,Tienda Física
151.0,20/04/2023,59.0,49.0,12.0,423847.0,Efectivo,Tienda Física
,2023-04-21,,149.0,11.0,32135.0,Tarjeta Débito,Tienda Física
153.0,22/04/2023,269.0,74.0,850.0,168304.0,Transferencia,Marketplace
154.0,2023-04-22,45.0,192.0,4.0,34441.0,Transferencia,Marketplace
,23/04/2023,181.0,5.0,15.0,487696.0,Tarjeta Débito,Tienda Física
156.0,24/04/2023,170.0,,9.0,408670.0,  Tarjeta Débito  ,Tienda Física
,2023-04-24,191.0,70.0,19.0,426421.0,Efectivo,App
158.0,25/04/2023,155.0,90.0,19.0,469045.0,transferencia,Tienda Física
159.0,2023-04-26,188.0,4.0,12.0,43467.0,Transferencia,Marketplace
160.0,,,126.0,5.0,193413.0,Tarjeta Crédito,Web
161.0,27/04/2023,133.0,39.0,10.0,36446.0,Webpay,Marketplace
162.0,28/04/2023,235.0,163.0,17.0,106186.0,Webpay,App
,2023-04-29,45.0,129.0,5.0,115454.0,Tarjeta Crédito,Marketplace
164.0,30/04/2023,249.0,24.0,16.0,235084.0,Webpay,Web
165.0,30/04/2023,31.0,57.0,7.0,135013.0,Tarjeta Débito,Tienda Física
166.0,2023-05-01,23.0,100.0,9.0,51388.0,Webpay,Web
167.0,2023-05-02,,70.0,3.0,84578.0,Webpay,Tienda Física
168.0,03/05/2023,158.0,41.0,15.0,74491.0,,Tienda Física
169.0,2023-05-03,39.0,182.0,16.0,486565.0,Efectivo,Marketplace
170.0,2023-05-04,82.0,174.0,18.0,379887.0,WEBPAY,Marketplace
171.0,05/05/2023,,60.0,14.0,483913.0,Webpay,Marketplace
172.0,05/05/2023,206.0,108.0,,220431.0,Efectivo,App
173.0,06/05/2023,77.0,188.0,12.0,139906.0,Tarjeta Crédito,Marketplace
174.0,07/05/2023,12.0,57.0,9.0,,Efectivo,App
175.0,2023-05-08,295.0,31.0,7.0,163801.0,Tarjeta Crédito,Marketplace
176.0,08/05/2023,224.0,84.0,9.0,150392.0,Tarjeta Débito,Tienda Física
177.0,09/05/2023,13.0,152.0,13.0,117020.0,TARJETA CRÉDITO,App
178.0,10/05/2023,46.0,36.0,18.0,65710.0,Tarjeta Débito,
179.0,2023-05-11,155.0,158.0,5.0,128975.0,Tarjeta Débito,App
180.0,11/05/2023,113.0,152.0,13.0,178305.0,Tarjeta Crédito,App
181.0,2023-05-12,233.0,108.0,4.0,337323.0,Transferencia,Web
182.0,2023-05-13,17.0,106.0,2.0,32220.0,Tarjeta Crédito,App
,13/05/2023,223.0,158.0,16.0,106043.0,Webpay,Tienda Física
,2023-05-14,188.0,86.0,9.0,404703.0,WEBPAY,Marketplace
185.0,2023-05-15,,135.0,9.0,$74314.0,Transferencia,Web
186.0,16/05/2023,74.0,,6.0,171980.0,tarjeta débito,Marketplace
187.0,2023-05-16,,183.0,11.0,432465.0,Transferencia,Tienda Física
188.0,2023-05-17,224.0,14.0,1.0,78308.0,webpay,Web
189.0,2023-05-18,60.0,120.0,4.0,,,Marketplace
,19/05/2023,222.0,138.0,650.0,242784.0,Tarjeta Crédito,Marketplace
191.0,,37.0,,13.0,151907.0,Transferencia,Tienda Física
192.0,20/05/2023,278.0,144.0,13.0,282141.0,Tarjeta Débito,Marketplace
193.0,2023-05-21,196.0,182.0,2.0,,Tarjeta Crédito,Tienda Física
194.0,2023-05-22,242.0,106.0,9.0,69437.0,,App
195.0,22/05/2023,,,,290769.0,Webpay,
196.0,2023-05-23,192.0,44.0,7.0,253249.0,Webpay,App
197.0,24/05/2023,17.0,73.0,4.0,~72895.0,TRANSFERENCIA,Web
198.0,2023-05-24,12.0,,18.0,312375.0,TARJETA CRÉDITO,Marketplace
199.0,2023-05-25,193.0,184.0,3.0,137547.0,Efectivo,Tienda Física
200.0,26/05/2023,22.0,107.0,6.0,~244429.0,Tarjeta Crédito,Tienda Física
201.0,27/05/2023,120.0,84.0,12.0,42054.0,  Webpay  ,Marketplace
202.0,2023-05-27,210.0,82.0,12.0,230332.0,Tarjeta Crédito,Marketplace
203.0,2023-05-28,270.0,107.0,8.0,153925.0,Efectivo,Web
204.0,2023-05-29,192.0,185.0,1.0,,TRANSFERENCIA,
205.0,30/05/2023,175.0,21.0,4.0,,Tarjeta Débito,Tienda Física
206.0,30/05/2023,285.0,196.0,,209885.0,tarjeta crédito,Web
207.0,,204.0,178.0,3.0,229757.0,Tarjeta Débito,App
208.0,01/06/2023,164.0,161.0,13.0,362778.0,  Webpay  ,Web
209.0,01/06/2023,251.0,7.0,,287569.0,Transferencia,Web
210.0,02/06/2023,227.0,70.0,10.0,333939.0,  Transferencia  ,Tienda Física
211.0,03/06/2023,7.0,127.0,12.0,388748.0,Tarjeta Crédito,App
212.0,04/06/2023,,143.0,15.0,431239.0 aprox,Transferencia,Web
213.0,2023-06-04,33.0,160.0,10.0,157624.0,Tarjeta Crédito,App
214.0,2023-06-05,134.0,148.0,14.0,269473.0,Tarjeta Crédito,App
215.0,2023-06-06,79.0,143.0,13.0,420214.0,Tarjeta Débito,App
216.0,07/06/2023,58.0,176.0,5.0,494736.0,Transferencia,Marketplace
217.0,2023-06-07,26.0,199.0,6.0,444870.0,  Tarjeta Crédito  ,Marketplace
218.0,08/06/2023,226.0,149.0,2.0,186362.0,Tarjeta Débito,Marketplace
219.0,2023-06-09,285.0,170.0,17.0,98388.0,Efectivo,Marketplace
220.0,10/06/2023,4.0,154.0,4.0,245207.0,Tarjeta Débito,Tienda Física
221.0,10/06/2023,99.0,120.0,14.0,371079.0,tarjeta débito,Web
222.0,11/06/2023,39.0,128.0,10.0,246792.0,Tarjeta Crédito,Marketplace
223.0,2023-06-12,271.0,142.0,3.0,242107.0,Webpay,Tienda Física
224.0,2023-06-12,285.0,57.0,3.0,419277.0,WEBPAY,Web
225.0,13/06/2023,157.0,165.0,15.0,181340.0,Webpay,Marketplace
226.0,14/06/2023,75.0,58.0,,430038.0,  Tarjeta Débito  ,Web
227.0,,288.0,21.0,17.0,203996.0,tarjeta crédito,Marketplace
228.0,15/06/2023,130.0,,12.0,164788.0,,Tienda Física
229.0,16/06/2023,175.0,69.0,11.0,227541.0,TARJETA DÉBITO,App
230.0,2023-06-17,84.0,131.0,4.0,381461.0,Tarjeta Débito,App
231.0,18/06/2023,,87.0,6.0,63875.0,Tarjeta Crédito,Web
232.0,18/06/2023,27.0,165.0,1.0,99013.0,Efectivo,Tienda Física
233.0,2023-06-19,195.0,49.0,16.0,475771.0,Tarjeta Débito,App
234.0,20/06/2023,236.0,147.0,15.0,88570.0,  Efectivo  ,Marketplace
235.0,2023-06-20,92.0,115.0,17.0,284296.0,EFECTIVO,App
236.0,21/06/2023,21.0,89.0,8.0,290078.0,Webpay,Web
,22/06/2023,84.0,85.0,12.0,245323.0,,Web
238.0,23/06/2023,262.0,128.0,10.0,322728.0,  Efectivo  ,Tienda Física
239.0,,147.0,140.0,,,Tarjeta Crédito,Web
240.0,24/06/2023,257.0,189.0,9.0,276778.0,Webpay,App
241.0,2023-06-25,58.0,169.0,2.0,186714.0,  Tarjeta Crédito  ,App
242.0,26/06/2023,15.0,161.0,,~331172.0,,App
243.0,2023-06-26,162.0,178.0,6.0,71471.0,Efectivo,App
244.0,2023-06-27,163.0,,70.0,285868.0,  Tarjeta Crédito  ,Tienda Física
245.0,2023-06-28,281.0,196.0,1.0,93450.0,Transferencia,Marketplace
246.0,2023-06-29,280.0,127.0,7.0,140043.0,  Tarjeta Crédito  ,Marketplace
247.0,2023-06-29,12.0,71.0,12.0,110136.0,Efectivo,Tienda Física
248.0,30/06/2023,274.0,86.0,16.0,~92236.0,WEBPAY,Web
249.0,,,33.0,16.0,413030.0,Webpay,Marketplace
250.0,01/07/2023,208.0,81.0,11.0,143568.0,Efectivo,Web
251.0,02/07/2023,27.0,152.0,,463635.0,Tarjeta Débito,Marketplace
252.0,03/07/2023,72.0,61.0,13.0,484993.0,Tarjeta Débito,Web
253.0,2023-07-04,60.0,61.0,7.0,286059.0,  Webpay  ,Tienda Física
,04/07/2023,145.0,98.0,4.0,72358.0,Webpay,App
255.0,05/07/2023,,28.0,15.0,187900.0,Efectivo,Web
256.0,2023-07-06,8.0,186.0,19.0,$399068.0,Tarjeta Débito,App
,2023-07-07,79.0,43.0,9.0,184328.0,WEBPAY,Web
258.0,07/07/2023,27.0,169.0,11.0,44422.0,  Tarjeta Débito  ,Web
259.0,08/07/2023,174.0,167.0,8.0,$278836.0,Webpay,Web
260.0,2023-07-09,50.0,86.0,1.0,422715.0,Tarjeta Crédito,
261.0,09/07/2023,199.0,177.0,8.0,398167.0,Transferencia,Web
262.0,2023-07-10,,17.0,13.0,88386.0,Tarjeta Crédito,App
263.0,11/07/2023,24.0,98.0,4.0,336710.0,Webpay,Web
264.0,12/07/2023,46.0,198.0,8.0,111032.0,  Transferencia  ,App
265.0,12/07/2023,15.0,198.0,3.0,109886.0,Transferencia,Tienda Física
266.0,13/07/2023,153.0,98.0,9.0,437162.0,WEBPAY,Marketplace
267.0,14/07/2023,222.0,65.0,2.0,125585.0,Webpay,Web
268.0,15/07/2023,206.0,74.0,2.0,132360.0,Tarjeta Débito,Marketplace
269.0,,273.0,85.0,13.0,1326.0,Webpay,App
270.0,2023-07-16,236.0,5.0,15.0,435464.0,Efectivo,Tienda Física
271.0,17/07/2023,228.0,2.0,12.0,396505.0,Webpay,Tienda Física
272.0,18/07/2023,9.0,22.0,4.0,,Efectivo,Tienda Física
273.0,18/07/2023,166.0,112.0,8.0,375383.0,,Marketplace
274.0,19/07/2023,214.0,57.0,9.0,76872.0,Tarjeta Débito,App
275.0,2023-07-20,117.0,66.0,5.0,229703.0,Efectivo,Web
276.0,20/07/2023,72.0,74.0,900.0,176258.0,Tarjeta Crédito,Web
277.0,2023-07-21,64.0,98.0,11.0,47794.0,Efectivo,App
278.0,22/07/2023,205.0,144.0,15.0,243579.0,Tarjeta Débito,Marketplace
279.0,2023-07-23,209.0,112.0,9.0,460449.0,EFECTIVO,
280.0,23/07/2023,72.0,179.0,17.0,20990.0,Webpay,App
281.0,2023-07-24,277.0,125.0,12.0,146439.0,Webpay,Web
282.0,25/07/2023,,167.0,7.0,104563.0,Tarjeta Débito,Tienda Física
283.0,26/07/2023,95.0,86.0,10.0,119835.0,  Transferencia  ,Web
284.0,2023-07-26,166.0,76.0,10.0,~454309.0,Webpay,Marketplace
285.0,2023-07-27,32.0,88.0,13.0,234566.0,Tarjeta Crédito,App
286.0,2023-07-28,11.0,168.0,19.0,233683.0,Tarjeta Débito,Marketplace
287.0,2023-07-28,217.0,38.0,11.0,380527.0,Efectivo,App
288.0,2023-07-29,289.0,188.0,13.0,78092.0,Efectivo,Tienda Física
289.0,2023-07-30,102.0,59.0,,244145.0,Tarjeta Crédito,App
290.0,31/07/2023,267.0,138.0,8.0,215563.0,  Webpay  ,Web
291.0,2023-07-31,214.0,99.0,4.0,298858.0,Tarjeta Débito,Web
,01/08/2023,179.0,192.0,,499779.0,Tarjeta Crédito,Tienda Física
293.0,02/08/2023,88.0,63.0,11.0,384955.0,Webpay,App
294.0,03/08/2023,41.0,49.0,11.0,199535.0,Tarjeta Débito,Tienda Física
295.0,03/08/2023,76.0,192.0,1.0,413949.0,Efectivo,Web
296.0,2023-08-04,,32.0,17.0,86183.0,Tarjeta Débito,Marketplace
297.0,,160.0,135.0,15.0,16201.0,,Tienda Física
298.0,06/08/2023,80.0,21.0,6.0,103020.0,TARJETA DÉBITO,Marketplace
299.0,2023-08-06,86.0,20.0,15.0,170865.0,TRANSFERENCIA,Marketplace
300.0,2023-08-07,92.0,154.0,9.0,255780.0,Tarjeta Débito,App
301.0,2023-08-08,148.0,127.0,14.0,307949.0,TRANSFERENCIA,Tienda Física
302.0,2023-08-08,161.0,68.0,18.0,455392.0,EFECTIVO,Marketplace
303.0,2023-08-09,202.0,110.0,17.0,255417.0,Webpay,Marketplace
304.0,2023-08-10,242.0,116.0,18.0,251137.0,Transferencia,App
305.0,2023-08-11,2.0,143.0,5.0,26071.0,Transferencia,App
306.0,11/08/2023,225.0,120.0,9.0,18421.0,Efectivo,Web
,2023-08-12,289.0,79.0,11.0,276029.0,Transferencia,Marketplace
308.0,13/08/2023,233.0,116.0,1.0,219651.0,Tarjeta Crédito,Web
309.0,2023-08-14,77.0,92.0,18.0,~419751.0,EFECTIVO,Marketplace
310.0,2023-08-14,116.0,14.0,6.0,81179.0,Tarjeta Crédito,Web
311.0,15/08/2023,154.0,155.0,2.0,13461.0,Efectivo,
312.0,2023-08-16,103.0,125.0,15.0,225070.0,Transferencia,Tienda Física
313.0,16/08/2023,194.0,168.0,14.0,119502.0,Tarjeta Crédito,
314.0,2023-08-17,166.0,58.0,5.0,25758.0,Transferencia,Web
315.0,18/08/2023,90.0,28.0,6.0,362575.0,efectivo,Web
316.0,2023-08-19,174.0,26.0,6.0,56685.0,Transferencia,Tienda Física
317.0,2023-08-19,,113.0,18.0,304551.0,Tarjeta Crédito,
318.0,2023-08-20,143.0,191.0,14.0,141244.0,Tarjeta Crédito,Web
319.0,21/08/2023,106.0,66.0,10.0,87575.0,Transferencia,Web
320.0,22/08/2023,123.0,153.0,14.0,190496.0,Tarjeta Débito,
321.0,22/08/2023,9.0,131.0,13.0,400921.0,Efectivo,Tienda Física
322.0,2023-08-23,262.0,200.0,3.0,196655.0,EFECTIVO,App
323.0,2023-08-24,73.0,44.0,6.0,375634.0,Transferencia,Web
324.0,2023-08-25,223.0,97.0,8.0,63618.0,Tarjeta Débito,Tienda Física
325.0,2023-08-25,41.0,42.0,12.0,386613.0,Tarjeta Crédito,Web
326.0,,204.0,6.0,13.0,119230.0,WEBPAY,Marketplace
327.0,27/08/2023,,167.0,11.0,~339019.0,WEBPAY,Tienda Física
328.0,2023-08-27,178.0,180.0,12.0,283325.0,Transferencia,Web
329.0,,84.0,23.0,-5.0,,Tarjeta Débito,Tienda Física
330.0,29/08/2023,111.0,89.0,17.0,194274.0,Tarjeta Débito,Web
331.0,2023-08-30,251.0,123.0,16.0,34016.0,,App
332.0,,,178.0,11.0,10559.0,Tarjeta Crédito,
,31/08/2023,84.0,171.0,13.0,413602.0,Tarjeta Débito,Tienda Física
334.0,01/09/2023,208.0,147.0,18.0,262843.0,  Webpay  ,Marketplace
335.0,2023-09-02,22.0,,11.0,387847.0,Tarjeta Crédito,Marketplace
336.0,2023-09-02,3.0,51.0,12.0,117978.0,Tarjeta Crédito,Marketplace
337.0,03/09/2023,127.0,11.0,6.0,173197.0,  Transferencia  ,Web
338.0,2023-09-04,297.0,12.0,9.0,16022.0,Tarjeta Débito,App
339.0,,188.0,74.0,16.0,480785.0,Transferencia,Web
340.0,,14.0,,4.0,334266.0,Tarjeta Débito,Marketplace
341.0,06/09/2023,12.0,152.0,3.0,466669.0,Efectivo,Tienda Física
342.0,07/09/2023,87.0,41.0,16.0,133483.0,  Transferencia  ,
343.0,2023-09-07,12.0,164.0,12.0,306120.0,  Transferencia  ,Tienda Física
344.0,08/09/2023,25.0,85.0,11.0,339571.0,Webpay,App
345.0,,243.0,72.0,5.0,159457.0,Transferencia,Tienda Física
346.0,2023-09-10,122.0,55.0,18.0,424207.0,Tarjeta Débito,Web
347.0,10/09/2023,147.0,137.0,19.0,473634.0,Webpay,Web
348.0,2023-09-11,55.0,47.0,6.0,442543.0,TRANSFERENCIA,Web
349.0,12/09/2023,238.0,143.0,18.0,369794.0,Transferencia,Tienda Física
350.0,2023-09-13,173.0,176.0,6.0,139455.0,,Web
351.0,13/09/2023,221.0,104.0,4.0,141526.0,,Web
352.0,14/09/2023,119.0,42.0,12.0,481717.0,Tarjeta Crédito,Web
353.0,2023-09-15,183.0,60.0,19.0,6132.0,Webpay,App
354.0,15/09/2023,288.0,198.0,2.0,358309.0,TARJETA CRÉDITO,Tienda Física
355.0,16/09/2023,300.0,12.0,17.0,353417.0,Webpay,Tienda Física
356.0,2023-09-17,82.0,130.0,11.0,311722.0,Efectivo,Marketplace
